date,account_id,type,amount,sum_3,mean_3,count_3,sum_15,mean_15,count_15,sum_30,mean_30,count_30
1997-10-31,614,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,14.6,14.6,1.0
1997-10-01,615,WITHDRAWAL,400.0,400.0,400.0,1.0,400.0,400.0,1.0,400.0,400.0,1.0
1997-10-12,615,WITHDRAWAL,309.0,309.0,309.0,1.0,709.0,354.5,2.0,709.0,354.5,2.0
1997-10-14,615,WITHDRAWAL,1787.0,2096.0,1048.0,2.0,2496.0,832.0,3.0,2496.0,832.0,3.0
1997-10-18,615,WITHDRAWAL,210.0,210.0,210.0,1.0,2306.0,768.6666666666666,3.0,2706.0,676.5,4.0
1997-10-31,615,WITHDRAWAL,14.6,14.6,14.6,1.0,224.6,112.3,2.0,2320.6,580.15,4.0
1997-10-06,616,WITHDRAWAL,1869.0,1869.0,1869.0,1.0,1869.0,1869.0,1.0,1869.0,1869.0,1.0
1997-10-23,616,WITHDRAWAL,9400.0,9400.0,9400.0,1.0,9400.0,9400.0,1.0,11269.0,5634.5,2.0
1997-10-31,616,WITHDRAWAL,14.6,14.6,14.6,1.0,9414.6,4707.3,2.0,11283.6,3761.2000000000003,3.0
1997-10-08,617,WITHDRAWAL,13080.0,13080.0,13080.0,1.0,13080.0,13080.0,1.0,13080.0,13080.0,1.0
1997-10-15,617,WITHDRAWAL,14122.0,14122.0,14122.0,1.0,27202.0,13601.0,2.0,27202.0,13601.0,2.0
1997-10-31,617,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,27216.6,9072.199999999999,3.0
1997-10-06,618,WITHDRAWAL,3035.0,3035.0,3035.0,1.0,3035.0,3035.0,1.0,3035.0,3035.0,1.0
1997-10-13,618,WITHDRAWAL,747.0,747.0,747.0,1.0,3782.0,1891.0,2.0,3782.0,1891.0,2.0
1997-10-27,618,WITHDRAWAL,24300.0,24300.0,24300.0,1.0,25047.0,12523.5,2.0,28082.0,9360.666666666666,3.0
1997-10-31,618,WITHDRAWAL,14.6,14.6,14.6,1.0,24314.6,12157.3,2.0,28096.6,7024.15,4.0
1997-10-11,619,WITHDRAWAL,6538.0,6538.0,6538.0,1.0,6538.0,6538.0,1.0,6538.0,6538.0,1.0
1997-10-12,619,WITHDRAWAL,36900.0,43438.0,21719.0,2.0,43438.0,21719.0,2.0,43438.0,21719.0,2.0
1997-10-12,619,WITHDRAWAL,63400.0,106838.0,35612.666666666664,3.0,106838.0,35612.666666666664,3.0,106838.0,35612.666666666664,3.0
1997-10-14,619,WITHDRAWAL,1729.0,102029.0,34009.666666666664,3.0,108567.0,27141.75,4.0,108567.0,27141.75,4.0
1997-10-28,619,WITHDRAWAL,9800.0,9800.0,9800.0,1.0,11529.0,5764.5,2.0,118367.0,23673.4,5.0
1997-10-31,619,WITHDRAWAL,30.0,30.0,30.0,1.0,9830.0,4915.0,2.0,118397.0,19732.833333333332,6.0
1997-10-09,621,WITHDRAWAL,3043.0,3043.0,3043.0,1.0,3043.0,3043.0,1.0,3043.0,3043.0,1.0
1997-10-14,621,WITHDRAWAL,366.0,366.0,366.0,1.0,3409.0,1704.5,2.0,3409.0,1704.5,2.0
1997-10-24,621,WITHDRAWAL,22500.0,22500.0,22500.0,1.0,22866.0,11433.0,2.0,25909.0,8636.333333333334,3.0
1997-10-31,621,WITHDRAWAL,14.6,14.6,14.6,1.0,22514.6,11257.3,2.0,25923.6,6480.9,4.0
1997-10-20,622,WITHDRAWAL,21300.0,21300.0,21300.0,1.0,21300.0,21300.0,1.0,21300.0,21300.0,1.0
1997-10-10,623,WITHDRAWAL,1110.0,1110.0,1110.0,1.0,1110.0,1110.0,1.0,1110.0,1110.0,1.0
1997-10-13,623,WITHDRAWAL,1653.0,1653.0,1653.0,1.0,2763.0,1381.5,2.0,2763.0,1381.5,2.0
1997-10-14,623,WITHDRAWAL,419.0,2072.0,1036.0,2.0,3182.0,1060.6666666666667,3.0,3182.0,1060.6666666666667,3.0
1997-10-31,623,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,3196.6,799.15,4.0
1997-10-17,624,WITHDRAWAL,49500.0,49500.0,49500.0,1.0,49500.0,49500.0,1.0,49500.0,49500.0,1.0
1997-10-20,624,WITHDRAWAL,31100.0,31100.0,31100.0,1.0,80600.0,40300.0,2.0,80600.0,40300.0,2.0
1997-10-31,624,WITHDRAWAL,14.6,14.6,14.6,1.0,80614.6,26871.533333333336,3.0,80614.6,26871.533333333336,3.0
1997-10-08,625,WITHDRAWAL,11457.0,11457.0,11457.0,1.0,11457.0,11457.0,1.0,11457.0,11457.0,1.0
1997-10-29,625,WITHDRAWAL,22600.0,22600.0,22600.0,1.0,22600.0,22600.0,1.0,34057.0,17028.5,2.0
1997-10-31,625,WITHDRAWAL,14.6,22614.6,11307.3,2.0,22614.6,11307.3,2.0,34071.6,11357.199999999999,3.0
1997-10-10,626,WITHDRAWAL,3639.0,3639.0,3639.0,1.0,3639.0,3639.0,1.0,3639.0,3639.0,1.0
1997-10-21,626,WITHDRAWAL,3400.0,3400.0,3400.0,1.0,7039.0,3519.5,2.0,7039.0,3519.5,2.0
1997-10-28,626,WITHDRAWAL,5760.0,5760.0,5760.0,1.0,9160.0,4580.0,2.0,12799.0,4266.333333333333,3.0
1997-10-31,626,WITHDRAWAL,14.6,14.6,14.6,1.0,9174.6,3058.2000000000003,3.0,12813.6,3203.4,4.0
1997-10-06,627,WITHDRAWAL,8228.0,8228.0,8228.0,1.0,8228.0,8228.0,1.0,8228.0,8228.0,1.0
1997-10-12,627,WITHDRAWAL,11900.0,11900.0,11900.0,1.0,20128.0,10064.0,2.0,20128.0,10064.0,2.0
1997-10-15,627,WITHDRAWAL,4300.0,4300.0,4300.0,1.0,24428.0,8142.666666666667,3.0,24428.0,8142.666666666667,3.0
1997-10-31,627,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,24442.6,6110.65,4.0
1997-10-14,628,WITHDRAWAL,3028.0,3028.0,3028.0,1.0,3028.0,3028.0,1.0,3028.0,3028.0,1.0
1997-10-31,628,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,3042.6,1521.3,2.0
1997-10-07,629,WITHDRAWAL,1500.0,1500.0,1500.0,1.0,1500.0,1500.0,1.0,1500.0,1500.0,1.0
1997-10-09,629,WITHDRAWAL,1207.0,2707.0,1353.5,2.0,2707.0,1353.5,2.0,2707.0,1353.5,2.0
1997-10-31,629,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2721.6,907.1999999999999,3.0
1997-10-06,630,WITHDRAWAL,2361.0,2361.0,2361.0,1.0,2361.0,2361.0,1.0,2361.0,2361.0,1.0
1997-10-15,630,WITHDRAWAL,1140.0,1140.0,1140.0,1.0,3501.0,1750.5,2.0,3501.0,1750.5,2.0
1997-10-31,630,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,3515.6,1171.8666666666666,3.0
1997-10-07,631,WITHDRAWAL,2394.0,2394.0,2394.0,1.0,2394.0,2394.0,1.0,2394.0,2394.0,1.0
1997-10-31,631,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2408.6,1204.3,2.0
1997-10-06,632,WITHDRAWAL,842.0,842.0,842.0,1.0,842.0,842.0,1.0,842.0,842.0,1.0
1997-10-07,632,WITHDRAWAL,199.0,1041.0,520.5,2.0,1041.0,520.5,2.0,1041.0,520.5,2.0
1997-10-10,632,WITHDRAWAL,1092.0,1092.0,1092.0,1.0,2133.0,711.0,3.0,2133.0,711.0,3.0
1997-10-31,632,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2147.6,536.9,4.0
1997-10-08,633,WITHDRAWAL,3177.0,3177.0,3177.0,1.0,3177.0,3177.0,1.0,3177.0,3177.0,1.0
1997-10-26,633,WITHDRAWAL,2200.0,2200.0,2200.0,1.0,2200.0,2200.0,1.0,5377.0,2688.5,2.0
1997-10-31,633,WITHDRAWAL,14.6,14.6,14.6,1.0,2214.6,1107.3,2.0,5391.6,1797.2,3.0
1997-10-04,635,WITHDRAWAL,36700.0,36700.0,36700.0,1.0,36700.0,36700.0,1.0,36700.0,36700.0,1.0
1997-10-08,635,WITHDRAWAL,2160.0,2160.0,2160.0,1.0,38860.0,19430.0,2.0,38860.0,19430.0,2.0
1997-10-12,635,WITHDRAWAL,1683.0,1683.0,1683.0,1.0,40543.0,13514.333333333334,3.0,40543.0,13514.333333333334,3.0
1997-10-13,635,WITHDRAWAL,1547.0,3230.0,1615.0,2.0,42090.0,10522.5,4.0,42090.0,10522.5,4.0
1997-10-14,635,WITHDRAWAL,2707.0,5937.0,1979.0,3.0,44797.0,8959.4,5.0,44797.0,8959.4,5.0
1997-10-31,635,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,44811.6,7468.599999999999,6.0
1997-10-09,636,WITHDRAWAL,3056.0,3056.0,3056.0,1.0,3056.0,3056.0,1.0,3056.0,3056.0,1.0
1997-10-12,636,WITHDRAWAL,2080.0,2080.0,2080.0,1.0,5136.0,2568.0,2.0,5136.0,2568.0,2.0
1997-10-21,636,WITHDRAWAL,4000.0,4000.0,4000.0,1.0,9136.0,3045.3333333333335,3.0,9136.0,3045.3333333333335,3.0
1997-10-23,636,WITHDRAWAL,1680.0,5680.0,2840.0,2.0,10816.0,2704.0,4.0,10816.0,2704.0,4.0
1997-10-31,636,WITHDRAWAL,14.6,14.6,14.6,1.0,5694.6,1898.2,3.0,10830.6,2166.12,5.0
1997-10-05,637,WITHDRAWAL,1934.0,1934.0,1934.0,1.0,1934.0,1934.0,1.0,1934.0,1934.0,1.0
1997-10-21,637,WITHDRAWAL,1300.0,1300.0,1300.0,1.0,1300.0,1300.0,1.0,3234.0,1617.0,2.0
1997-10-28,637,WITHDRAWAL,360.0,360.0,360.0,1.0,1660.0,830.0,2.0,3594.0,1198.0,3.0
1997-10-31,637,WITHDRAWAL,14.6,14.6,14.6,1.0,1674.6,558.1999999999999,3.0,3608.6,902.15,4.0
1997-10-10,638,WITHDRAWAL,4668.0,4668.0,4668.0,1.0,4668.0,4668.0,1.0,4668.0,4668.0,1.0
1997-10-11,638,WITHDRAWAL,2487.0,7155.0,3577.5,2.0,7155.0,3577.5,2.0,7155.0,3577.5,2.0
1997-10-12,638,WITHDRAWAL,873.0,8028.0,2676.0,3.0,8028.0,2676.0,3.0,8028.0,2676.0,3.0
1997-10-15,638,WITHDRAWAL,8400.0,8400.0,8400.0,1.0,16428.0,4107.0,4.0,16428.0,4107.0,4.0
1997-10-31,638,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,16442.6,3288.5199999999995,5.0
1997-10-14,640,WITHDRAWAL,2891.0,2891.0,2891.0,1.0,2891.0,2891.0,1.0,2891.0,2891.0,1.0
1997-10-31,640,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2905.6,1452.8,2.0
1997-10-20,641,WITHDRAWAL,26100.0,26100.0,26100.0,1.0,26100.0,26100.0,1.0,26100.0,26100.0,1.0
1997-10-09,646,WITHDRAWAL,4876.0,4876.0,4876.0,1.0,4876.0,4876.0,1.0,4876.0,4876.0,1.0
1997-10-27,646,WITHDRAWAL,5300.0,5300.0,5300.0,1.0,5300.0,5300.0,1.0,10176.0,5088.0,2.0
1997-10-31,646,WITHDRAWAL,14.6,14.6,14.6,1.0,5314.6,2657.3,2.0,10190.6,3396.866666666667,3.0
1997-10-12,647,WITHDRAWAL,6465.0,6465.0,6465.0,1.0,6465.0,6465.0,1.0,6465.0,6465.0,1.0
1997-10-18,647,WITHDRAWAL,4800.0,4800.0,4800.0,1.0,11265.0,5632.5,2.0,11265.0,5632.5,2.0
1997-10-25,647,WITHDRAWAL,400.0,400.0,400.0,1.0,11665.0,3888.3333333333335,3.0,11665.0,3888.3333333333335,3.0
1997-10-31,647,WITHDRAWAL,14.6,14.6,14.6,1.0,5214.6,1738.2,3.0,11679.6,2919.9,4.0
1997-10-11,648,WITHDRAWAL,9240.0,9240.0,9240.0,1.0,9240.0,9240.0,1.0,9240.0,9240.0,1.0
1997-10-19,648,WITHDRAWAL,2500.0,2500.0,2500.0,1.0,11740.0,5870.0,2.0,11740.0,5870.0,2.0
1997-10-31,648,WITHDRAWAL,14.6,14.6,14.6,1.0,2514.6,1257.3,2.0,11754.6,3918.2000000000003,3.0
1997-10-18,649,WITHDRAWAL,48400.0,48400.0,48400.0,1.0,48400.0,48400.0,1.0,48400.0,48400.0,1.0
1997-10-26,649,WITHDRAWAL,12300.0,12300.0,12300.0,1.0,60700.0,30350.0,2.0,60700.0,30350.0,2.0
1997-10-28,649,WITHDRAWAL,31000.0,43300.0,21650.0,2.0,91700.0,30566.666666666668,3.0,91700.0,30566.666666666668,3.0
1997-10-31,649,WITHDRAWAL,30.0,30.0,30.0,1.0,91730.0,22932.5,4.0,91730.0,22932.5,4.0
1997-10-06,650,WITHDRAWAL,1697.0,1697.0,1697.0,1.0,1697.0,1697.0,1.0,1697.0,1697.0,1.0
1997-10-14,650,WITHDRAWAL,5000.0,5000.0,5000.0,1.0,6697.0,3348.5,2.0,6697.0,3348.5,2.0
1997-10-27,650,WITHDRAWAL,2000.0,2000.0,2000.0,1.0,7000.0,3500.0,2.0,8697.0,2899.0,3.0
1997-10-31,650,WITHDRAWAL,14.6,14.6,14.6,1.0,2014.6,1007.3,2.0,8711.6,2177.9,4.0
1997-10-08,651,WITHDRAWAL,17800.0,17800.0,17800.0,1.0,17800.0,17800.0,1.0,17800.0,17800.0,1.0
1997-10-09,651,WITHDRAWAL,4062.0,21862.0,10931.0,2.0,21862.0,10931.0,2.0,21862.0,10931.0,2.0
1997-10-13,651,WITHDRAWAL,2652.0,2652.0,2652.0,1.0,24514.0,8171.333333333333,3.0,24514.0,8171.333333333333,3.0
1997-10-30,651,WITHDRAWAL,2040.0,2040.0,2040.0,1.0,2040.0,2040.0,1.0,26554.0,6638.5,4.0
1997-10-31,651,WITHDRAWAL,14.6,2054.6,1027.3,2.0,2054.6,1027.3,2.0,26568.6,5313.719999999999,5.0
1997-10-11,652,WITHDRAWAL,8600.0,8600.0,8600.0,1.0,8600.0,8600.0,1.0,8600.0,8600.0,1.0
1997-10-11,652,WITHDRAWAL,7591.0,16191.0,8095.5,2.0,16191.0,8095.5,2.0,16191.0,8095.5,2.0
1997-10-20,652,WITHDRAWAL,3600.0,3600.0,3600.0,1.0,19791.0,6597.0,3.0,19791.0,6597.0,3.0
1997-10-31,652,WITHDRAWAL,14.6,14.6,14.6,1.0,3614.6,1807.3,2.0,19805.6,4951.4,4.0
1997-10-18,653,WITHDRAWAL,6700.0,6700.0,6700.0,1.0,6700.0,6700.0,1.0,6700.0,6700.0,1.0
1997-10-09,654,WITHDRAWAL,2885.0,2885.0,2885.0,1.0,2885.0,2885.0,1.0,2885.0,2885.0,1.0
1997-10-31,654,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2899.6,1449.8,2.0
1997-10-05,655,WITHDRAWAL,341.0,341.0,341.0,1.0,341.0,341.0,1.0,341.0,341.0,1.0
1997-10-05,655,WITHDRAWAL,193.0,534.0,267.0,2.0,534.0,267.0,2.0,534.0,267.0,2.0
1997-10-10,655,WITHDRAWAL,1899.0,1899.0,1899.0,1.0,2433.0,811.0,3.0,2433.0,811.0,3.0
1997-10-12,655,WITHDRAWAL,2036.0,3935.0,1967.5,2.0,4469.0,1117.25,4.0,4469.0,1117.25,4.0
1997-10-28,655,WITHDRAWAL,3800.0,3800.0,3800.0,1.0,3800.0,3800.0,1.0,8269.0,1653.8,5.0
1997-10-29,655,WITHDRAWAL,11100.0,14900.0,7450.0,2.0,14900.0,7450.0,2.0,19369.0,3228.1666666666665,6.0
1997-10-31,655,WITHDRAWAL,14.6,11114.6,5557.3,2.0,14914.6,4971.533333333334,3.0,19383.6,2769.085714285714,7.0
1997-10-08,656,WITHDRAWAL,5477.0,5477.0,5477.0,1.0,5477.0,5477.0,1.0,5477.0,5477.0,1.0
1997-10-12,656,WITHDRAWAL,2900.0,2900.0,2900.0,1.0,8377.0,4188.5,2.0,8377.0,4188.5,2.0
1997-10-31,656,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,8391.6,2797.2000000000003,3.0
1997-10-06,657,WITHDRAWAL,1862.0,1862.0,1862.0,1.0,1862.0,1862.0,1.0,1862.0,1862.0,1.0
1997-10-14,657,WITHDRAWAL,1066.0,1066.0,1066.0,1.0,2928.0,1464.0,2.0,2928.0,1464.0,2.0
1997-10-31,657,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2942.6,980.8666666666667,3.0
1997-10-05,658,WITHDRAWAL,2703.0,2703.0,2703.0,1.0,2703.0,2703.0,1.0,2703.0,2703.0,1.0
1997-10-31,658,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2717.6,1358.8,2.0
1997-10-08,659,WITHDRAWAL,1833.0,1833.0,1833.0,1.0,1833.0,1833.0,1.0,1833.0,1833.0,1.0
1997-10-09,659,WITHDRAWAL,107.0,1940.0,970.0,2.0,1940.0,970.0,2.0,1940.0,970.0,2.0
1997-10-31,659,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,1954.6,651.5333333333333,3.0
1997-10-10,660,WITHDRAWAL,5338.0,5338.0,5338.0,1.0,5338.0,5338.0,1.0,5338.0,5338.0,1.0
1997-10-11,660,WITHDRAWAL,1234.0,6572.0,3286.0,2.0,6572.0,3286.0,2.0,6572.0,3286.0,2.0
1997-10-11,660,WITHDRAWAL,8800.0,15372.0,5124.0,3.0,15372.0,5124.0,3.0,15372.0,5124.0,3.0
1997-10-31,660,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,15386.6,3846.65,4.0
1997-10-07,662,WITHDRAWAL,3330.0,3330.0,3330.0,1.0,3330.0,3330.0,1.0,3330.0,3330.0,1.0
1997-10-31,662,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,3344.6,1672.3,2.0
1997-10-04,664,WITHDRAWAL,500.0,500.0,500.0,1.0,500.0,500.0,1.0,500.0,500.0,1.0
1997-10-08,664,WITHDRAWAL,1360.0,1360.0,1360.0,1.0,1860.0,930.0,2.0,1860.0,930.0,2.0
1997-10-11,664,WITHDRAWAL,2997.0,2997.0,2997.0,1.0,4857.0,1619.0,3.0,4857.0,1619.0,3.0
1997-10-31,664,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,4871.6,1217.9,4.0
1997-10-14,665,WITHDRAWAL,4149.0,4149.0,4149.0,1.0,4149.0,4149.0,1.0,4149.0,4149.0,1.0
1997-10-22,665,WITHDRAWAL,300.0,300.0,300.0,1.0,4449.0,2224.5,2.0,4449.0,2224.5,2.0
1997-10-31,665,WITHDRAWAL,14.6,14.6,14.6,1.0,314.6,157.3,2.0,4463.6,1487.8666666666668,3.0
1997-10-06,666,WITHDRAWAL,3400.0,3400.0,3400.0,1.0,3400.0,3400.0,1.0,3400.0,3400.0,1.0
1997-10-07,666,WITHDRAWAL,3936.0,7336.0,3668.0,2.0,7336.0,3668.0,2.0,7336.0,3668.0,2.0
1997-10-08,666,WITHDRAWAL,2282.0,9618.0,3206.0,3.0,9618.0,3206.0,3.0,9618.0,3206.0,3.0
1997-10-09,666,WITHDRAWAL,955.0,7173.0,2391.0,3.0,10573.0,2643.25,4.0,10573.0,2643.25,4.0
1997-10-29,666,WITHDRAWAL,700.0,700.0,700.0,1.0,700.0,700.0,1.0,11273.0,2254.6,5.0
1997-10-31,666,WITHDRAWAL,14.6,714.6,357.3,2.0,714.6,357.3,2.0,11287.6,1881.2666666666667,6.0
1997-10-13,669,WITHDRAWAL,1947.0,1947.0,1947.0,1.0,1947.0,1947.0,1.0,1947.0,1947.0,1.0
1997-10-31,669,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,1961.6,980.8,2.0
1997-10-13,674,WITHDRAWAL,2058.0,2058.0,2058.0,1.0,2058.0,2058.0,1.0,2058.0,2058.0,1.0
1997-10-21,674,WITHDRAWAL,3700.0,3700.0,3700.0,1.0,5758.0,2879.0,2.0,5758.0,2879.0,2.0
1997-10-31,674,WITHDRAWAL,14.6,14.6,14.6,1.0,3714.6,1857.3,2.0,5772.6,1924.2,3.0
1997-10-02,675,WITHDRAWAL,3360.0,3360.0,3360.0,1.0,3360.0,3360.0,1.0,3360.0,3360.0,1.0
1997-10-09,675,WITHDRAWAL,6358.0,6358.0,6358.0,1.0,9718.0,4859.0,2.0,9718.0,4859.0,2.0
1997-10-12,675,WITHDRAWAL,1704.0,1704.0,1704.0,1.0,11422.0,3807.3333333333335,3.0,11422.0,3807.3333333333335,3.0
1997-10-21,675,WITHDRAWAL,1400.0,1400.0,1400.0,1.0,9462.0,3154.0,3.0,12822.0,3205.5,4.0
1997-10-31,675,WITHDRAWAL,14.6,14.6,14.6,1.0,1414.6,707.3,2.0,12836.6,2567.32,5.0
1997-10-13,676,WITHDRAWAL,1200.0,1200.0,1200.0,1.0,1200.0,1200.0,1.0,1200.0,1200.0,1.0
1997-10-13,676,WITHDRAWAL,3017.0,4217.0,2108.5,2.0,4217.0,2108.5,2.0,4217.0,2108.5,2.0
1997-10-14,676,WITHDRAWAL,2040.0,6257.0,2085.6666666666665,3.0,6257.0,2085.6666666666665,3.0,6257.0,2085.6666666666665,3.0
1997-10-31,676,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,6271.6,1567.9,4.0
1997-10-01,678,WITHDRAWAL,1800.0,1800.0,1800.0,1.0,1800.0,1800.0,1.0,1800.0,1800.0,1.0
1997-10-13,678,WITHDRAWAL,1967.0,1967.0,1967.0,1.0,3767.0,1883.5,2.0,3767.0,1883.5,2.0
1997-10-13,678,WITHDRAWAL,1929.0,3896.0,1948.0,2.0,5696.0,1898.6666666666667,3.0,5696.0,1898.6666666666667,3.0
1997-10-13,678,WITHDRAWAL,1192.0,5088.0,1696.0,3.0,6888.0,1722.0,4.0,6888.0,1722.0,4.0
1997-10-17,678,WITHDRAWAL,2400.0,2400.0,2400.0,1.0,7488.0,1872.0,4.0,9288.0,1857.6,5.0
1997-10-31,678,WITHDRAWAL,14.6,14.6,14.6,1.0,2414.6,1207.3,2.0,7502.6,1500.52,5.0
1997-10-10,679,WITHDRAWAL,11700.0,11700.0,11700.0,1.0,11700.0,11700.0,1.0,11700.0,11700.0,1.0
1997-10-16,680,WITHDRAWAL,4800.0,4800.0,4800.0,1.0,4800.0,4800.0,1.0,4800.0,4800.0,1.0
1997-10-31,682,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,14.6,14.6,1.0
1997-10-12,683,WITHDRAWAL,8578.0,8578.0,8578.0,1.0,8578.0,8578.0,1.0,8578.0,8578.0,1.0
1997-10-15,683,WITHDRAWAL,14800.0,14800.0,14800.0,1.0,23378.0,11689.0,2.0,23378.0,11689.0,2.0
1997-10-31,683,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,23392.6,7797.533333333333,3.0
1997-10-05,684,WITHDRAWAL,1936.0,1936.0,1936.0,1.0,1936.0,1936.0,1.0,1936.0,1936.0,1.0
1997-10-12,684,WITHDRAWAL,450.0,450.0,450.0,1.0,2386.0,1193.0,2.0,2386.0,1193.0,2.0
1997-10-31,684,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2400.6,800.1999999999999,3.0
1997-10-20,685,WITHDRAWAL,20600.0,20600.0,20600.0,1.0,20600.0,20600.0,1.0,20600.0,20600.0,1.0
1997-10-24,685,WITHDRAWAL,12600.0,12600.0,12600.0,1.0,33200.0,16600.0,2.0,33200.0,16600.0,2.0
1997-10-31,685,WITHDRAWAL,30.0,30.0,30.0,1.0,33230.0,11076.666666666666,3.0,33230.0,11076.666666666666,3.0
1997-10-06,686,WITHDRAWAL,2212.0,2212.0,2212.0,1.0,2212.0,2212.0,1.0,2212.0,2212.0,1.0
1997-10-11,686,WITHDRAWAL,983.0,983.0,983.0,1.0,3195.0,1597.5,2.0,3195.0,1597.5,2.0
1997-10-14,686,WITHDRAWAL,2875.0,2875.0,2875.0,1.0,6070.0,2023.3333333333333,3.0,6070.0,2023.3333333333333,3.0
1997-10-31,686,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,6084.6,1521.15,4.0
1997-10-06,687,WITHDRAWAL,1444.0,1444.0,1444.0,1.0,1444.0,1444.0,1.0,1444.0,1444.0,1.0
1997-10-13,687,WITHDRAWAL,3998.0,3998.0,3998.0,1.0,5442.0,2721.0,2.0,5442.0,2721.0,2.0
1997-10-25,687,WITHDRAWAL,5500.0,5500.0,5500.0,1.0,9498.0,4749.0,2.0,10942.0,3647.3333333333335,3.0
1997-10-31,687,WITHDRAWAL,14.6,14.6,14.6,1.0,5514.6,2757.3,2.0,10956.6,2739.15,4.0
1997-10-05,688,WITHDRAWAL,200.0,200.0,200.0,1.0,200.0,200.0,1.0,200.0,200.0,1.0
1997-10-08,688,WITHDRAWAL,2509.0,2509.0,2509.0,1.0,2709.0,1354.5,2.0,2709.0,1354.5,2.0
1997-10-31,688,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2723.6,907.8666666666667,3.0
1997-10-06,689,WITHDRAWAL,4989.0,4989.0,4989.0,1.0,4989.0,4989.0,1.0,4989.0,4989.0,1.0
1997-10-10,689,WITHDRAWAL,16.0,16.0,16.0,1.0,5005.0,2502.5,2.0,5005.0,2502.5,2.0
1997-10-10,689,WITHDRAWAL,1388.0,1404.0,702.0,2.0,6393.0,2131.0,3.0,6393.0,2131.0,3.0
1997-10-10,689,WITHDRAWAL,17.0,1421.0,473.6666666666667,3.0,6410.0,1602.5,4.0,6410.0,1602.5,4.0
1997-10-16,689,WITHDRAWAL,35400.0,35400.0,35400.0,1.0,41810.0,8362.0,5.0,41810.0,8362.0,5.0
1997-10-31,689,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,41824.6,6970.766666666666,6.0
1997-10-04,690,WITHDRAWAL,8800.0,8800.0,8800.0,1.0,8800.0,8800.0,1.0,8800.0,8800.0,1.0
1997-10-09,690,WITHDRAWAL,7152.0,7152.0,7152.0,1.0,15952.0,7976.0,2.0,15952.0,7976.0,2.0
1997-10-31,690,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,15966.6,5322.2,3.0
1997-10-07,691,WITHDRAWAL,3342.0,3342.0,3342.0,1.0,3342.0,3342.0,1.0,3342.0,3342.0,1.0
1997-10-31,691,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,3356.6,1678.3,2.0
1997-10-11,692,WITHDRAWAL,137.0,137.0,137.0,1.0,137.0,137.0,1.0,137.0,137.0,1.0
1997-10-12,692,WITHDRAWAL,4366.0,4503.0,2251.5,2.0,4503.0,2251.5,2.0,4503.0,2251.5,2.0
1997-10-27,692,WITHDRAWAL,14700.0,14700.0,14700.0,1.0,14700.0,14700.0,1.0,19203.0,6401.0,3.0
1997-10-31,692,WITHDRAWAL,14.6,14.6,14.6,1.0,14714.6,7357.3,2.0,19217.6,4804.4,4.0
1997-10-01,693,WITHDRAWAL,5160.0,5160.0,5160.0,1.0,5160.0,5160.0,1.0,5160.0,5160.0,1.0
1997-10-07,693,WITHDRAWAL,6329.0,6329.0,6329.0,1.0,11489.0,5744.5,2.0,11489.0,5744.5,2.0
1997-10-13,693,WITHDRAWAL,4680.0,4680.0,4680.0,1.0,16169.0,5389.666666666667,3.0,16169.0,5389.666666666667,3.0
