date,account_id,type,amount
1997-10-06,10789,WITHDRAWAL,8475.0
1997-10-06,1832,WITHDRAWAL,581.0
1997-10-06,1939,WITHDRAWAL,3090.0
1997-10-06,1935,CREDIT,49875.0
1997-10-06,4650,CREDIT,5073.0
1997-10-06,4725,CREDIT,28045.0
1997-10-06,4743,WITHDRAWAL,7500.0
1997-10-06,6806,WITHDRAWAL,20900.0
1997-10-06,1329,CREDIT,11761.0
1997-10-06,1329,WITHDRAWAL,5081.0
1997-10-06,1335,WITHDRAWAL,1044.0
1997-10-06,1337,CREDIT,4896.0
1997-10-06,1473,WITHDRAWAL,1984.0
1997-10-06,1474,WITHDRAWAL,2695.0
1997-10-06,1469,CREDIT,6228.0
1997-10-06,1465,WITHDRAWAL,1904.0
1997-10-06,1459,CREDIT,3186.0
1997-10-06,1474,CREDIT,4043.0
1997-10-06,1820,WITHDRAWAL,7794.0
1997-10-06,1819,WITHDRAWAL,8253.0
1997-10-06,2657,WITHDRAWAL,2174.0
1997-10-06,1176,WITHDRAWAL,2267.0
1997-10-06,1185,CREDIT,4246.0
1997-10-06,1187,WITHDRAWAL,3040.0
1997-10-06,1173,CREDIT,3453.0
1997-10-06,1170,CREDIT,22793.0
1997-10-06,1174,WITHDRAWAL,12100.0
1997-10-06,1193,CREDIT,14407.0
1997-10-06,1199,WITHDRAWAL,762.0
1997-10-06,1194,WITHDRAWAL,3171.0
1997-10-06,4260,CREDIT,24453.0
1997-10-06,4259,WITHDRAWAL,2255.0
1997-10-06,2937,WITHDRAWAL,3230.0
1997-10-06,3296,WITHDRAWAL,26500.0
1997-10-06,3302,WITHDRAWAL,57.0
1997-10-06,3309,WITHDRAWAL,731.0
1997-10-06,3296,WITHDRAWAL,5091.0
1997-10-06,3304,CREDIT,11135.0
1997-10-06,3935,CREDIT,21736.0
1997-10-06,3948,WITHDRAWAL,314.0
1997-10-06,3935,WITHDRAWAL,652.0
1997-10-06,3946,CREDIT,17662.0
1997-10-06,2676,WITHDRAWAL,2348.0
1997-10-06,2668,CREDIT,14826.0
1997-10-06,2677,WITHDRAWAL,641.0
1997-10-06,2673,WITHDRAWAL,1759.0
1997-10-06,2672,WITHDRAWAL,2111.0
1997-10-06,2681,CREDIT,23938.0
1997-10-06,2677,WITHDRAWAL,1599.0
1997-10-06,2813,WITHDRAWAL,4789.0
1997-10-06,2813,WITHDRAWAL,957.0
1997-10-06,11111,WITHDRAWAL,36700.0
1997-10-06,11096,WITHDRAWAL,13500.0
1997-10-06,11123,CREDIT,21442.0
1997-10-06,11111,CREDIT,30645.0
1997-10-06,11065,CREDIT,11855.0
1997-10-06,11042,WITHDRAWAL,8436.0
1997-10-06,10963,CREDIT,1100.0
1997-10-06,3339,WITHDRAWAL,3200.0
1997-10-06,3335,WITHDRAWAL,2170.0
1997-10-06,3331,CREDIT,13687.0
1997-10-06,3338,WITHDRAWAL,7531.0
1997-10-06,3329,CREDIT,18729.0
1997-10-06,3342,CREDIT,200.0
1997-10-06,3349,CREDIT,18159.0
1997-10-06,3345,CREDIT,4281.0
1997-10-06,3336,CREDIT,5692.0
1997-10-06,3533,CREDIT,3191.0
1997-10-06,3529,WITHDRAWAL,13000.0
1997-10-06,3523,CREDIT,4600.0
1997-10-06,3529,CREDIT,19694.0
1997-10-06,3524,CREDIT,4826.0
1997-10-06,3535,WITHDRAWAL,2131.0
1997-10-06,3916,CREDIT,16162.0
1997-10-06,3917,WITHDRAWAL,789.0
1997-10-06,9491,WITHDRAWAL,5500.0
1997-10-06,9472,WITHDRAWAL,5119.0
1997-10-06,427,WITHDRAWAL,15700.0
1997-10-06,423,CREDIT,2913.0
1997-10-06,429,WITHDRAWAL,5286.0
1997-10-06,505,WITHDRAWAL,18.0
1997-10-06,522,CREDIT,10816.0
1997-10-06,511,WITHDRAWAL,12800.0
1997-10-06,754,WITHDRAWAL,1454.0
1997-10-06,751,CREDIT,4350.0
1997-10-06,748,CREDIT,9738.0
1997-10-06,760,CREDIT,10697.0
1997-10-06,389,WITHDRAWAL,884.0
1997-10-06,389,WITHDRAWAL,600.0
1997-10-06,400,WITHDRAWAL,6948.0
1997-10-06,393,WITHDRAWAL,302.0
1997-10-06,390,WITHDRAWAL,4977.0
1997-10-06,388,CREDIT,10357.0
1997-10-06,389,WITHDRAWAL,3280.0
1997-10-06,396,WITHDRAWAL,308.0
1997-10-06,395,CREDIT,22054.0
1997-10-06,408,CREDIT,13304.0
1997-10-06,417,CREDIT,18547.0
1997-10-06,401,CREDIT,12817.0
1997-10-06,3243,WITHDRAWAL,3886.0
1997-10-06,3250,WITHDRAWAL,1880.0
1997-10-06,3249,WITHDRAWAL,3900.0
1997-10-06,3247,WITHDRAWAL,974.0
1997-10-06,3246,CREDIT,6932.0
1997-10-06,3252,WITHDRAWAL,1406.0
1997-10-06,3240,WITHDRAWAL,5110.0
1997-10-06,3249,CREDIT,20662.0
1997-10-06,1959,WITHDRAWAL,167.0
1997-10-06,1951,WITHDRAWAL,4300.0
1997-10-06,1962,WITHDRAWAL,770.0
1997-10-06,1957,CREDIT,3731.0
1997-10-06,1955,WITHDRAWAL,1964.0
1997-10-06,1966,WITHDRAWAL,5569.0
1997-10-06,2170,WITHDRAWAL,6011.0
1997-10-06,2179,WITHDRAWAL,15601.0
1997-10-06,2170,CREDIT,49847.0
1997-10-06,2182,CREDIT,7894.0
1997-10-06,2166,WITHDRAWAL,262.0
1997-10-06,2177,WITHDRAWAL,3168.0
1997-10-06,2178,CREDIT,22755.0
1997-10-06,2539,WITHDRAWAL,1904.0
1997-10-06,2535,WITHDRAWAL,4273.0
1997-10-06,9633,CREDIT,11175.0
1997-10-06,9646,CREDIT,7700.0
1997-10-06,1762,WITHDRAWAL,3352.0
1997-10-06,1759,WITHDRAWAL,1856.0
1997-10-06,1749,CREDIT,45608.0
1997-10-06,1761,CREDIT,10124.0
1997-10-06,1760,CREDIT,4871.0
1997-10-06,1843,WITHDRAWAL,1600.0
1997-10-06,1848,CREDIT,5210.0
1997-10-06,4276,WITHDRAWAL,12000.0
1997-10-06,4266,CREDIT,16892.0
1997-10-06,5477,WITHDRAWAL,6342.0
1997-10-06,10493,WITHDRAWAL,8594.0
1997-10-06,10365,CREDIT,16614.0
1997-10-06,10404,CREDIT,24621.0
1997-10-06,10451,WITHDRAWAL,2439.0
1997-10-06,10493,CREDIT,2100.0
1997-10-06,1211,WITHDRAWAL,3073.0
1997-10-06,1213,WITHDRAWAL,2984.0
1997-10-06,1222,WITHDRAWAL,1727.0
1997-10-06,1217,CREDIT,3161.0
1997-10-06,1365,CREDIT,1200.0
1997-10-06,1358,CREDIT,4470.0
1997-10-06,1477,WITHDRAWAL,2100.0
1997-10-06,1485,CREDIT,23420.0
1997-10-06,1476,CREDIT,6411.0
1997-10-06,1482,CREDIT,23076.0
1997-10-06,1484,WITHDRAWAL,2346.0
1997-10-06,1488,WITHDRAWAL,230.0
1997-10-06,1479,CREDIT,3244.0
1997-10-06,1486,WITHDRAWAL,11800.0
1997-10-06,1476,WITHDRAWAL,3467.0
1997-10-06,2554,CREDIT,24696.0
1997-10-06,2557,WITHDRAWAL,2806.0
1997-10-06,2550,CREDIT,15429.0
1997-10-06,2555,WITHDRAWAL,5464.0
1997-10-06,2546,WITHDRAWAL,480.0
1997-10-06,2557,WITHDRAWAL,3100.0
1997-10-06,1062,CREDIT,23176.0
1997-10-06,1068,WITHDRAWAL,632.0
1997-10-06,1089,WITHDRAWAL,756.0
1997-10-06,3952,CREDIT,6610.0
1997-10-06,3957,WITHDRAWAL,7400.0
1997-10-06,3972,WITHDRAWAL,7012.0
1997-10-06,3970,WITHDRAWAL,8957.0
1997-10-06,2826,WITHDRAWAL,5240.0
1997-10-06,2834,WITHDRAWAL,1907.0
1997-10-06,2823,CREDIT,3316.0
1997-10-06,2827,CREDIT,20935.0
1997-10-06,2836,CREDIT,18768.0
1997-10-06,3227,WITHDRAWAL,2743.0
1997-10-06,3224,WITHDRAWAL,2583.0
1997-10-06,3238,CREDIT,22464.0
1997-10-06,3238,WITHDRAWAL,793.0
1997-10-06,3238,WITHDRAWAL,8109.0
1997-10-06,3224,WITHDRAWAL,2800.0
1997-10-06,3847,WITHDRAWAL,7.0
1997-10-06,3841,WITHDRAWAL,1223.0
1997-10-06,3849,WITHDRAWAL,4447.0
1997-10-06,3848,WITHDRAWAL,7241.0
1997-10-06,2576,WITHDRAWAL,8106.0
1997-10-06,2575,WITHDRAWAL,407.0
1997-10-06,2569,WITHDRAWAL,463.0
1997-10-06,2559,CREDIT,11268.0
1997-10-06,2559,WITHDRAWAL,2040.0
1997-10-06,2699,WITHDRAWAL,662.0
1997-10-06,2699,WITHDRAWAL,3743.0
1997-10-06,2700,CREDIT,30408.0
1997-10-06,2690,CREDIT,6632.0
1997-10-06,2697,WITHDRAWAL,629.0
1997-10-06,3891,CREDIT,16318.0
1997-10-06,3885,CREDIT,5184.0
1997-10-06,3878,CREDIT,2902.0
1997-10-06,4342,WITHDRAWAL,6135.0
1997-10-06,4350,WITHDRAWAL,5640.0
1997-10-06,4330,WITHDRAWAL,11188.0
1997-10-06,4346,WITHDRAWAL,9900.0
1997-10-06,4336,WITHDRAWAL,38200.0
1997-10-06,8212,WITHDRAWAL,17941.0
1997-10-06,8225,WITHDRAWAL,3600.0
1997-10-06,8127,CREDIT,9022.0
1997-10-06,8149,WITHDRAWAL,7195.0
1997-10-06,1121,CREDIT,17878.0
1997-10-06,1268,CREDIT,3330.0
1997-10-06,1250,CREDIT,22831.0
1997-10-06,1258,WITHDRAWAL,1174.0
1997-10-06,1264,WITHDRAWAL,6605.0
1997-10-06,2329,CREDIT,6601.0
1997-10-06,2329,WITHDRAWAL,4400.0
1997-10-06,2337,CREDIT,21642.0
1997-10-06,2335,WITHDRAWAL,1676.0
1997-10-06,2334,CREDIT,12078.0
1997-10-06,2336,WITHDRAWAL,3058.0
1997-10-06,899,CREDIT,16266.0
1997-10-06,902,CREDIT,7731.0
1997-10-06,911,WITHDRAWAL,10300.0
1997-10-06,913,CREDIT,13476.0
1997-10-06,897,WITHDRAWAL,2910.0
1997-10-06,3779,CREDIT,11404.0
1997-10-06,3774,WITHDRAWAL,5745.0
1997-10-06,3779,WITHDRAWAL,159.0
1997-10-06,2614,WITHDRAWAL,300.0
1997-10-06,2597,CREDIT,19834.0
1997-10-06,2616,CREDIT,20285.0
1997-10-06,2614,WITHDRAWAL,2152.0
1997-10-06,2597,WITHDRAWAL,1957.0
1997-10-06,2855,WITHDRAWAL,1589.0
1997-10-06,2856,CREDIT,14260.0
1997-10-06,3652,WITHDRAWAL,3005.0
1997-10-06,3662,CREDIT,19401.0
1997-10-06,3652,CREDIT,6097.0
1997-10-06,3659,WITHDRAWAL,2862.0
1997-10-06,2361,WITHDRAWAL,720.0
1997-10-06,2344,CREDIT,4928.0
1997-10-06,2359,CREDIT,4679.0
1997-10-06,2350,CREDIT,39827.0
1997-10-06,2489,WITHDRAWAL,3854.0
1997-10-06,2494,CREDIT,40157.0
1997-10-06,2156,CREDIT,24233.0
1997-10-06,2156,WITHDRAWAL,11800.0
1997-10-06,2160,CREDIT,1000.0
1997-10-06,2422,CREDIT,6114.0
1997-10-06,2415,WITHDRAWAL,7308.0
1997-10-06,2755,CREDIT,5651.0
1997-10-06,2760,WITHDRAWAL,4476.0
1997-10-06,2751,WITHDRAWAL,2957.0
1997-10-06,2761,WITHDRAWAL,6238.0
1997-10-06,2754,WITHDRAWAL,226.0
1997-10-06,1931,WITHDRAWAL,4898.0
1997-10-06,1919,CREDIT,23939.0
1997-10-06,1915,WITHDRAWAL,2142.0
1997-10-06,1926,WITHDRAWAL,2643.0
1997-10-06,1925,CREDIT,5839.0
1997-10-06,2032,WITHDRAWAL,225.0
1997-10-06,2033,CREDIT,10929.0
1997-10-06,4493,CREDIT,31872.0
1997-10-06,4476,WITHDRAWAL,3195.0
1997-10-06,4493,WITHDRAWAL,16000.0
1997-10-06,5477,CREDIT,25443.0
1997-10-06,5423,WITHDRAWAL,8618.0
1997-10-06,5422,WITHDRAWAL,5700.0
1997-10-06,8073,WITHDRAWAL,3400.0
1997-10-06,8027,CREDIT,38818.0
1997-10-06,7965,WITHDRAWAL,5700.0
1997-10-06,8085,WITHDRAWAL,10965.0
1997-10-06,8026,WITHDRAWAL,5400.0
1997-10-06,7965,WITHDRAWAL,7268.0
1997-10-06,8085,WITHDRAWAL,5000.0
1997-10-06,2917,WITHDRAWAL,6157.0
1997-10-06,2916,WITHDRAWAL,3630.0
1997-10-06,2925,WITHDRAWAL,2600.0
1997-10-06,2931,WITHDRAWAL,2884.0
1997-10-06,3093,WITHDRAWAL,4238.0
1997-10-06,3090,WITHDRAWAL,31400.0
1997-10-06,3096,WITHDRAWAL,15100.0
1997-10-06,3097,CREDIT,3784.0
1997-10-06,3371,WITHDRAWAL,11549.0
1997-10-06,4144,CREDIT,29146.0
1997-10-06,4131,WITHDRAWAL,4696.0
1997-10-06,2797,CREDIT,18523.0
1997-10-06,2795,WITHDRAWAL,6366.0
1997-10-06,2801,WITHDRAWAL,3524.0
1997-10-06,1442,CREDIT,18299.0
1997-10-06,1440,WITHDRAWAL,2020.0
1997-10-06,1442,WITHDRAWAL,5950.0
1997-10-06,1444,CREDIT,3037.0
1997-10-06,1641,WITHDRAWAL,423.0
1997-10-06,1658,WITHDRAWAL,172.0
1997-10-06,1653,WITHDRAWAL,4656.0
1997-10-06,1644,CREDIT,15306.0
1997-10-06,1910,WITHDRAWAL,851.0
1997-10-06,1908,WITHDRAWAL,3594.0
1997-10-06,1907,WITHDRAWAL,8181.0
1997-10-06,1910,CREDIT,19869.0
1997-10-06,1904,WITHDRAWAL,587.0
1997-10-06,2772,WITHDRAWAL,7594.0
1997-10-06,2764,CREDIT,16571.0
1997-10-06,2779,WITHDRAWAL,8262.0
1997-10-06,2767,WITHDRAWAL,4664.0
1997-10-06,2770,WITHDRAWAL,494.0
1997-10-06,1297,WITHDRAWAL,2878.0
1997-10-06,1287,WITHDRAWAL,525.0
1997-10-06,1297,CREDIT,20511.0
1997-10-06,1294,WITHDRAWAL,1404.0
1997-10-06,1320,WITHDRAWAL,149.0
1997-10-06,1305,WITHDRAWAL,2600.0
1997-10-06,1322,CREDIT,4435.0
1997-10-06,1306,CREDIT,17049.0
1997-10-06,1312,WITHDRAWAL,1690.0
1997-10-06,1320,WITHDRAWAL,80.0
1997-10-06,1320,WITHDRAWAL,907.0
1997-10-06,1306,WITHDRAWAL,1888.0
1997-10-06,3505,CREDIT,23621.0
1997-10-06,3503,CREDIT,20054.0
1997-10-06,3517,CREDIT,12181.0
1997-10-06,3719,CREDIT,12745.0
1997-10-06,3718,CREDIT,3161.0
1997-10-06,3714,WITHDRAWAL,3217.0
1997-10-06,4418,WITHDRAWAL,906.0
1997-10-06,4383,WITHDRAWAL,3200.0
1997-10-06,4418,WITHDRAWAL,1435.0
1997-10-06,575,WITHDRAWAL,756.0
1997-10-06,559,WITHDRAWAL,2175.0
1997-10-06,571,CREDIT,4883.0
1997-10-06,574,CREDIT,40486.0
1997-10-06,718,WITHDRAWAL,7122.0
1997-10-06,722,CREDIT,45207.0
1997-10-06,710,WITHDRAWAL,3200.0
1997-10-06,738,WITHDRAWAL,3671.0
1997-10-06,728,WITHDRAWAL,4119.0
1997-10-06,730,WITHDRAWAL,1800.0
1997-10-06,743,CREDIT,4440.0
1997-10-06,726,CREDIT,5546.0
1997-10-06,742,WITHDRAWAL,2048.0
1997-10-06,1273,WITHDRAWAL,3863.0
1997-10-06,1273,CREDIT,20485.0
1997-10-06,1277,WITHDRAWAL,3175.0
1997-10-06,530,CREDIT,24802.0
1997-10-06,530,WITHDRAWAL,4200.0
1997-10-06,536,CREDIT,5012.0
1997-10-06,541,WITHDRAWAL,5626.0
1997-10-06,546,CREDIT,4410.0
1997-10-06,558,WITHDRAWAL,4081.0
1997-10-06,543,WITHDRAWAL,647.0
1997-10-06,547,CREDIT,3410.0
1997-10-06,548,WITHDRAWAL,2080.0
1997-10-06,3413,WITHDRAWAL,242.0
1997-10-06,3410,WITHDRAWAL,169.0
1997-10-06,3398,CREDIT,5891.0
1997-10-06,8931,CREDIT,12914.0
1997-10-06,8680,WITHDRAWAL,8566.0
1997-10-06,8896,CREDIT,15947.0
1997-10-06,10022,WITHDRAWAL,7678.0
1997-10-06,10022,CREDIT,27256.0
1997-10-06,10063,CREDIT,38902.0
1997-10-06,10063,WITHDRAWAL,1326.0
1997-10-06,10049,WITHDRAWAL,1609.0
1997-10-06,10079,WITHDRAWAL,17152.0
1997-10-06,10001,CREDIT,16084.0
1997-10-06,3184,WITHDRAWAL,2480.0
1997-10-06,3192,CREDIT,10012.0
1997-10-06,3197,CREDIT,3013.0
1997-10-06,3366,WITHDRAWAL,3964.0
1997-10-06,3362,WITHDRAWAL,7294.0
1997-10-06,3366,WITHDRAWAL,2400.0
1997-10-06,3369,WITHDRAWAL,26.0
1997-10-06,3725,CREDIT,16993.0
1997-10-06,3745,CREDIT,26258.0
1997-10-06,3727,WITHDRAWAL,836.0
1997-10-06,7445,WITHDRAWAL,2400.0
1997-10-06,7424,WITHDRAWAL,1110.0
1997-10-06,7184,WITHDRAWAL,16300.0
1997-10-06,7190,CREDIT,8092.0
1997-10-06,242,CREDIT,23326.0
1997-10-06,244,WITHDRAWAL,232.0
1997-10-06,252,CREDIT,5798.0
1997-10-06,243,CREDIT,22619.0
1997-10-06,239,WITHDRAWAL,5400.0
1997-10-06,239,WITHDRAWAL,1000.0
1997-10-06,269,WITHDRAWAL,456.0
1997-10-06,263,CREDIT,18889.0
1997-10-06,261,WITHDRAWAL,180.0
1997-10-06,273,WITHDRAWAL,178.0
1997-10-06,260,CREDIT,7871.0
1997-10-06,195,WITHDRAWAL,6260.0
1997-10-06,192,CREDIT,5859.0
1997-10-06,186,WITHDRAWAL,11800.0
1997-10-06,197,CREDIT,21718.0
1997-10-06,374,WITHDRAWAL,10500.0
1997-10-06,367,WITHDRAWAL,8600.0
1997-10-06,379,CREDIT,3727.0
1997-10-06,368,WITHDRAWAL,4381.0
1997-10-06,382,WITHDRAWAL,2235.0
1997-10-06,373,CREDIT,9679.0
1997-10-06,370,WITHDRAWAL,672.0
1997-10-06,219,CREDIT,17766.0
1997-10-06,217,WITHDRAWAL,7100.0
1997-10-06,199,WITHDRAWAL,1984.0
1997-10-06,207,WITHDRAWAL,403.0
1997-10-06,225,WITHDRAWAL,3383.0
1997-10-06,3119,WITHDRAWAL,84.0
1997-10-06,3125,WITHDRAWAL,4245.0
1997-10-06,3113,WITHDRAWAL,22755.0
1997-10-06,3122,CREDIT,7417.0
1997-10-06,3121,WITHDRAWAL,2902.0
1997-10-06,1785,WITHDRAWAL,1280.0
1997-10-06,1783,CREDIT,9005.0
1997-10-06,1779,WITHDRAWAL,1230.0
1997-10-06,1976,WITHDRAWAL,2157.0
1997-10-06,1975,WITHDRAWAL,765.0
1997-10-06,1971,WITHDRAWAL,6624.0
1997-10-06,2324,WITHDRAWAL,4151.0
1997-10-06,2307,WITHDRAWAL,3336.0
1997-10-06,2326,WITHDRAWAL,3422.0
1997-10-06,2310,WITHDRAWAL,4300.0
1997-10-06,2324,CREDIT,14172.0
1997-10-06,7606,WITHDRAWAL,4268.0
1997-10-06,7523,WITHDRAWAL,8900.0
1997-10-06,7485,WITHDRAWAL,10279.0
1997-10-06,1597,CREDIT,6701.0
1997-10-06,1586,WITHDRAWAL,5504.0
1997-10-06,1591,WITHDRAWAL,3925.0
1997-10-06,1588,CREDIT,3665.0
1997-10-06,1592,WITHDRAWAL,1613.0
1997-10-06,1600,WITHDRAWAL,3234.0
1997-10-06,1685,CREDIT,38929.0
1997-10-06,1698,CREDIT,19227.0
1997-10-06,1696,WITHDRAWAL,2159.0
1997-10-06,1698,WITHDRAWAL,9642.0
1997-10-06,1689,CREDIT,5058.0
1997-10-06,1695,WITHDRAWAL,14658.0
1997-10-06,2405,WITHDRAWAL,6407.0
1997-10-06,2400,WITHDRAWAL,1640.0
1997-10-06,2389,CREDIT,21496.0
1997-10-06,2390,WITHDRAWAL,2206.0
1997-10-06,2390,WITHDRAWAL,11464.0
1997-10-06,2632,WITHDRAWAL,2300.0
1997-10-06,2618,WITHDRAWAL,3223.0
1997-10-06,2987,CREDIT,23549.0
1997-10-06,2989,WITHDRAWAL,3395.0
1997-10-06,2980,CREDIT,4974.0
1997-10-06,2121,WITHDRAWAL,2625.0
1997-10-06,2116,WITHDRAWAL,1307.0
1997-10-06,2111,WITHDRAWAL,4478.0
1997-10-06,2101,WITHDRAWAL,600.0
1997-10-06,2263,WITHDRAWAL,7927.0
1997-10-06,2262,WITHDRAWAL,42600.0
1997-10-06,2250,WITHDRAWAL,4182.0
1997-10-06,2244,WITHDRAWAL,8000.0
1997-10-06,2247,WITHDRAWAL,1344.0
1997-10-06,6400,CREDIT,27134.0
1997-10-06,6353,WITHDRAWAL,10800.0
1997-10-06,6397,CREDIT,18100.0
1997-10-06,7824,WITHDRAWAL,1525.0
1997-10-06,7844,WITHDRAWAL,19300.0
1997-10-06,7815,WITHDRAWAL,268.0
1997-10-06,7819,WITHDRAWAL,1721.0
1997-10-06,10345,WITHDRAWAL,6742.0
1997-10-06,10227,CREDIT,8800.0
1997-10-06,10351,CREDIT,6616.0
1997-10-06,3067,WITHDRAWAL,2604.0
1997-10-06,3067,CREDIT,5901.0
1997-10-06,3072,CREDIT,22227.0
1997-10-06,3066,WITHDRAWAL,6400.0
1997-10-06,3220,CREDIT,20611.0
1997-10-06,3204,WITHDRAWAL,10500.0
1997-10-06,3551,CREDIT,3288.0
1997-10-06,3544,CREDIT,17776.0
1997-10-06,3548,CREDIT,6022.0
1997-10-06,3549,WITHDRAWAL,3265.0
1997-10-06,3558,WITHDRAWAL,1580.0
1997-10-06,3546,WITHDRAWAL,1658.0
1997-10-06,5213,WITHDRAWAL,41100.0
1997-10-06,51,WITHDRAWAL,2400.0
1997-10-06,52,CREDIT,25530.0
1997-10-06,48,WITHDRAWAL,6268.0
1997-10-06,47,WITHDRAWAL,141.0
1997-10-06,65,CREDIT,24590.0
1997-10-06,68,WITHDRAWAL,61.0
1997-10-06,57,CREDIT,21308.0
1997-10-06,68,WITHDRAWAL,137.0
1997-10-06,67,WITHDRAWAL,9000.0
1997-10-06,65,WITHDRAWAL,686.0
1997-10-06,15,WITHDRAWAL,3072.0
1997-10-06,15,CREDIT,17065.0
1997-10-06,4,WITHDRAWAL,2078.0
1997-10-06,16,CREDIT,20841.0
1997-10-06,7,WITHDRAWAL,4880.0
1997-10-06,14,WITHDRAWAL,3629.0
1997-10-06,26,WITHDRAWAL,10387.0
1997-10-06,25,WITHDRAWAL,1110.0
1997-10-06,32,WITHDRAWAL,2000.0
1997-10-06,30,CREDIT,42332.0
1997-10-06,24,CREDIT,12617.0
1997-10-06,30,WITHDRAWAL,22300.0
1997-10-06,3008,CREDIT,6934.0
1997-10-06,3012,CREDIT,3902.0
1997-10-06,3019,CREDIT,16895.0
1997-10-06,1641,WITHDRAWAL,7532.0
1997-10-06,1630,WITHDRAWAL,3595.0
1997-10-06,1628,WITHDRAWAL,2850.0
1997-10-06,1809,CREDIT,20055.0
1997-10-06,1797,WITHDRAWAL,4015.0
1997-10-06,1797,CREDIT,15135.0
1997-10-06,1809,WITHDRAWAL,183.0
1997-10-06,2085,CREDIT,9712.0
1997-10-06,2079,CREDIT,4600.0
1997-10-06,2096,WITHDRAWAL,5441.0
1997-10-06,2089,CREDIT,35139.0
1997-10-06,2999,WITHDRAWAL,2806.0
1997-10-06,2991,WITHDRAWAL,9220.0
1997-10-06,1517,WITHDRAWAL,2601.0
1997-10-06,1521,WITHDRAWAL,720.0
1997-10-06,1524,WITHDRAWAL,2705.0
1997-10-06,1520,WITHDRAWAL,2943.0
1997-10-06,1526,WITHDRAWAL,4433.0
1997-10-06,1561,WITHDRAWAL,1924.0
1997-10-06,1552,WITHDRAWAL,1500.0
1997-10-06,3703,CREDIT,3019.0
1997-10-06,3686,CREDIT,3082.0
1997-10-06,3701,CREDIT,6192.0
1997-10-06,3909,WITHDRAWAL,617.0
1997-10-06,3906,WITHDRAWAL,25000.0
1997-10-06,3896,WITHDRAWAL,2602.0
1997-10-06,3904,WITHDRAWAL,2075.0
1997-10-06,5726,CREDIT,44634.0
1997-10-06,5735,WITHDRAWAL,3238.0
1997-10-06,5817,CREDIT,30713.0
1997-10-06,860,WITHDRAWAL,8071.0
1997-10-06,856,WITHDRAWAL,1404.0
1997-10-06,858,WITHDRAWAL,14000.0
1997-10-06,844,CREDIT,46773.0
1997-10-06,853,WITHDRAWAL,1378.0
1997-10-06,947,WITHDRAWAL,1143.0
1997-10-06,936,WITHDRAWAL,2780.0
1997-10-06,946,CREDIT,17475.0
1997-10-06,943,CREDIT,3217.0
1997-10-06,1052,WITHDRAWAL,2200.0
1997-10-06,1053,WITHDRAWAL,3700.0
1997-10-06,1044,WITHDRAWAL,1300.0
1997-10-06,1055,CREDIT,3071.0
1997-10-06,1507,CREDIT,21273.0
1997-10-06,1497,WITHDRAWAL,261.0
1997-10-06,1511,CREDIT,35397.0
1997-10-06,767,WITHDRAWAL,109.0
1997-10-06,767,WITHDRAWAL,3564.0
1997-10-06,763,WITHDRAWAL,7417.0
1997-10-06,764,WITHDRAWAL,2360.0
1997-10-06,772,WITHDRAWAL,2800.0
1997-10-06,771,CREDIT,20016.0
1997-10-06,783,CREDIT,4864.0
1997-10-06,795,WITHDRAWAL,2976.0
1997-10-06,3587,WITHDRAWAL,1108.0
1997-10-06,3590,CREDIT,21881.0
1997-10-06,3591,CREDIT,16500.0
1997-10-06,3976,CREDIT,6453.0
1997-10-06,3979,WITHDRAWAL,300.0
1997-10-06,3985,CREDIT,4077.0
1997-10-06,3983,CREDIT,14626.0
1997-10-06,3980,WITHDRAWAL,1367.0
1997-10-06,3974,WITHDRAWAL,4670.0
1997-10-06,3986,CREDIT,10171.0
1997-10-06,4825,WITHDRAWAL,1700.0
1997-10-06,4825,CREDIT,10699.0
1997-10-06,4949,WITHDRAWAL,11100.0
1997-10-06,4851,WITHDRAWAL,4285.0
1997-10-06,4794,WITHDRAWAL,603.0
1997-10-06,4852,WITHDRAWAL,4794.0
1997-10-06,9307,CREDIT,7935.0
1997-10-06,9265,CREDIT,24344.0
1997-10-06,9236,WITHDRAWAL,6800.0
1997-10-06,9377,WITHDRAWAL,29300.0
1997-10-06,9307,WITHDRAWAL,4654.0
1997-10-06,9242,WITHDRAWAL,2600.0
1997-10-06,1112,CREDIT,18819.0
1997-10-06,1108,WITHDRAWAL,2335.0
1997-10-06,1114,WITHDRAWAL,3350.0
1997-10-06,1239,CREDIT,6668.0
1997-10-06,1246,CREDIT,6148.0
1997-10-06,1244,CREDIT,5228.0
1997-10-06,1369,WITHDRAWAL,1738.0
1997-10-06,1381,CREDIT,4058.0
1997-10-06,1372,WITHDRAWAL,350.0
1997-10-06,2441,CREDIT,18200.0
1997-10-06,2453,WITHDRAWAL,2190.0
1997-10-06,979,CREDIT,17914.0
1997-10-06,975,WITHDRAWAL,3550.0
1997-10-06,982,WITHDRAWAL,188.0
1997-10-06,977,WITHDRAWAL,6846.0
1997-10-06,976,CREDIT,20949.0
1997-10-06,982,CREDIT,4550.0
1997-10-06,989,WITHDRAWAL,1760.0
1997-10-06,991,CREDIT,20673.0
1997-10-06,1002,WITHDRAWAL,1293.0
1997-10-06,996,CREDIT,6404.0
1997-10-06,988,WITHDRAWAL,200.0
1997-10-06,3863,CREDIT,12756.0
1997-10-06,3855,CREDIT,21927.0
1997-10-06,3861,WITHDRAWAL,2040.0
1997-10-06,3871,CREDIT,4356.0
1997-10-06,3860,CREDIT,12485.0
1997-10-06,3862,WITHDRAWAL,3508.0
